STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,FREQ,Frequency,GEO_PICT,Pacific Island Countries and territories,ENERGY_SOURCE,Energy source,GRID_CONN,Grid connection status,TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_STATUS,Observation Status,UNIT_MEASURE,Unit of measure,ERROR_TYPE,Error type,ERROR_VAL,Error value,REPORTING_TYPE,Reporting Type,OBS_COMMENT,Comment
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,NC,New Caledonia,OIL,Oil,_T,Total,2003,,1429.8,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,NC,New Caledonia,OIL,Oil,_T,Total,2004,,1340.4,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,NC,New Caledonia,OIL,Oil,_T,Total,2005,,1526.1,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,NC,New Caledonia,OIL,Oil,_T,Total,2006,,1555.7,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,NC,New Caledonia,OIL,Oil,_T,Total,2007,,1499,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,NC,New Caledonia,OIL,Oil,_T,Total,2008,,1259.8,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,NC,New Caledonia,OIL,Oil,_T,Total,2009,,1299.8,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,NC,New Caledonia,OIL,Oil,_T,Total,2010,,1273.1,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,NC,New Caledonia,OIL,Oil,_T,Total,2011,,1255.9,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,NC,New Caledonia,OIL,Oil,_T,Total,2012,,1276,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,NC,New Caledonia,OIL,Oil,_T,Total,2013,,1355.6,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,NC,New Caledonia,OIL,Oil,_T,Total,2014,,1890.3,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,NC,New Caledonia,OIL,Oil,_T,Total,2015,,1670.1,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,NC,New Caledonia,OIL,Oil,_T,Total,2016,,1715.3,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,NC,New Caledonia,OIL,Oil,_T,Total,2017,,1452.7,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,NC,New Caledonia,OIL,Oil,_T,Total,2018,,1647.8,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,NC,New Caledonia,OIL,Oil,_T,Total,2019,,1363.2,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,NC,New Caledonia,OIL,Oil,_T,Total,2020,,1202.9,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,NC,New Caledonia,OIL,Oil,_T,Total,2021,,1119.6,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,NC,New Caledonia,OIL,Oil,_T,Total,2022,,1071.8,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,NC,New Caledonia,OIL,Oil,_T,Total,2023,,1376,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,FJ,Fiji,BIOSLD,Solid Biofuels,ON,On-grid,2000,,93,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,FJ,Fiji,BIOSLD,Solid Biofuels,ON,On-grid,2001,,79.9,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,FJ,Fiji,BIOSLD,Solid Biofuels,ON,On-grid,2002,,106.4,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,FJ,Fiji,BIOSLD,Solid Biofuels,ON,On-grid,2003,,93.6,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,FJ,Fiji,BIOSLD,Solid Biofuels,ON,On-grid,2004,,104.3,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,FJ,Fiji,BIOSLD,Solid Biofuels,ON,On-grid,2005,,102.2,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,FJ,Fiji,BIOSLD,Solid Biofuels,ON,On-grid,2006,,112.2,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,FJ,Fiji,BIOSLD,Solid Biofuels,ON,On-grid,2007,,84.7,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,FJ,Fiji,BIOSLD,Solid Biofuels,ON,On-grid,2008,,88.6,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,FJ,Fiji,BIOSLD,Solid Biofuels,ON,On-grid,2009,,71.4,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,FJ,Fiji,BIOSLD,Solid Biofuels,ON,On-grid,2010,,66.8,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,FJ,Fiji,BIOSLD,Solid Biofuels,ON,On-grid,2011,,73.5,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,FJ,Fiji,BIOSLD,Solid Biofuels,ON,On-grid,2012,,61.1,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,FJ,Fiji,BIOSLD,Solid Biofuels,ON,On-grid,2013,,58,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,FJ,Fiji,BIOSLD,Solid Biofuels,ON,On-grid,2014,,81.3,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,FJ,Fiji,BIOSLD,Solid Biofuels,ON,On-grid,2015,,70.2,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,FJ,Fiji,BIOSLD,Solid Biofuels,ON,On-grid,2016,,47,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,FJ,Fiji,BIOSLD,Solid Biofuels,ON,On-grid,2017,,66,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,FJ,Fiji,BIOSLD,Solid Biofuels,ON,On-grid,2018,,84.1,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,FJ,Fiji,BIOSLD,Solid Biofuels,ON,On-grid,2019,,94.1,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,FJ,Fiji,BIOSLD,Solid Biofuels,ON,On-grid,2020,,110.7,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,FJ,Fiji,BIOSLD,Solid Biofuels,ON,On-grid,2021,,96.7,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,FJ,Fiji,BIOSLD,Solid Biofuels,ON,On-grid,2022,,114.7,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,FJ,Fiji,BIOSLD,Solid Biofuels,ON,On-grid,2023,,115.5,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,PG,Papua New Guinea,GEOTH,Geothermal Energy,OFF,Off-grid,2003,,50,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,PG,Papua New Guinea,GEOTH,Geothermal Energy,OFF,Off-grid,2004,,50,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,PG,Papua New Guinea,GEOTH,Geothermal Energy,OFF,Off-grid,2005,,110,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,PG,Papua New Guinea,GEOTH,Geothermal Energy,OFF,Off-grid,2006,,110,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,PG,Papua New Guinea,GEOTH,Geothermal Energy,OFF,Off-grid,2007,,289,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,PG,Papua New Guinea,GEOTH,Geothermal Energy,OFF,Off-grid,2008,,373.5,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,PG,Papua New Guinea,GEOTH,Geothermal Energy,OFF,Off-grid,2009,,400,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,PG,Papua New Guinea,GEOTH,Geothermal Energy,OFF,Off-grid,2010,,369.6,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,PG,Papua New Guinea,GEOTH,Geothermal Energy,OFF,Off-grid,2011,,339.2,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,PG,Papua New Guinea,GEOTH,Geothermal Energy,OFF,Off-grid,2012,,308.8,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,PG,Papua New Guinea,GEOTH,Geothermal Energy,OFF,Off-grid,2013,,278.4,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,PG,Papua New Guinea,GEOTH,Geothermal Energy,OFF,Off-grid,2014,,248,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,PG,Papua New Guinea,GEOTH,Geothermal Energy,OFF,Off-grid,2015,,217.6,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,PG,Papua New Guinea,GEOTH,Geothermal Energy,OFF,Off-grid,2016,,187.2,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,PG,Papua New Guinea,GEOTH,Geothermal Energy,OFF,Off-grid,2017,,156.8,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,PG,Papua New Guinea,GEOTH,Geothermal Energy,OFF,Off-grid,2018,,126.4,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,PG,Papua New Guinea,GEOTH,Geothermal Energy,OFF,Off-grid,2019,,96,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,PG,Papua New Guinea,GEOTH,Geothermal Energy,OFF,Off-grid,2020,,96,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,PG,Papua New Guinea,GEOTH,Geothermal Energy,OFF,Off-grid,2021,,96,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,PG,Papua New Guinea,GEOTH,Geothermal Energy,OFF,Off-grid,2022,,96,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,PG,Papua New Guinea,GEOTH,Geothermal Energy,OFF,Off-grid,2023,,96,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,VU,Vanuatu,RENTOT,Renewable (total),ON,On-grid,2000,,1,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,VU,Vanuatu,RENTOT,Renewable (total),ON,On-grid,2001,,1,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,VU,Vanuatu,RENTOT,Renewable (total),ON,On-grid,2002,,1,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,VU,Vanuatu,RENTOT,Renewable (total),ON,On-grid,2003,,1,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,VU,Vanuatu,RENTOT,Renewable (total),ON,On-grid,2004,,1,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,VU,Vanuatu,RENTOT,Renewable (total),ON,On-grid,2005,,1,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,VU,Vanuatu,RENTOT,Renewable (total),ON,On-grid,2006,,1,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,VU,Vanuatu,RENTOT,Renewable (total),ON,On-grid,2007,,1,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,VU,Vanuatu,RENTOT,Renewable (total),ON,On-grid,2008,,2.3,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,VU,Vanuatu,RENTOT,Renewable (total),ON,On-grid,2009,,8.4,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,VU,Vanuatu,RENTOT,Renewable (total),ON,On-grid,2010,,12,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,VU,Vanuatu,RENTOT,Renewable (total),ON,On-grid,2011,,11.2,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,VU,Vanuatu,RENTOT,Renewable (total),ON,On-grid,2012,,15.7,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,VU,Vanuatu,RENTOT,Renewable (total),ON,On-grid,2013,,23.6,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,VU,Vanuatu,RENTOT,Renewable (total),ON,On-grid,2014,,17.6,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,VU,Vanuatu,RENTOT,Renewable (total),ON,On-grid,2015,,19.2,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,VU,Vanuatu,RENTOT,Renewable (total),ON,On-grid,2016,,15,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,VU,Vanuatu,RENTOT,Renewable (total),ON,On-grid,2017,,13.9,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,VU,Vanuatu,RENTOT,Renewable (total),ON,On-grid,2018,,15.8,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,VU,Vanuatu,RENTOT,Renewable (total),ON,On-grid,2019,,18.8,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,VU,Vanuatu,RENTOT,Renewable (total),ON,On-grid,2020,,18.3,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,VU,Vanuatu,RENTOT,Renewable (total),ON,On-grid,2021,,15.5,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,VU,Vanuatu,RENTOT,Renewable (total),ON,On-grid,2022,,14.4,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,VU,Vanuatu,RENTOT,Renewable (total),ON,On-grid,2023,,14.4,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,PG,Papua New Guinea,OIL,Oil,ON,On-grid,2000,,299.6,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,PG,Papua New Guinea,OIL,Oil,ON,On-grid,2001,,283.3,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,PG,Papua New Guinea,OIL,Oil,ON,On-grid,2002,,282.9,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,PG,Papua New Guinea,OIL,Oil,ON,On-grid,2003,,274.3,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,PG,Papua New Guinea,OIL,Oil,ON,On-grid,2004,,273.5,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,PG,Papua New Guinea,OIL,Oil,ON,On-grid,2005,,281.9,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,PG,Papua New Guinea,OIL,Oil,ON,On-grid,2006,,313.3,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,PG,Papua New Guinea,OIL,Oil,ON,On-grid,2007,,368.5,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,PG,Papua New Guinea,OIL,Oil,ON,On-grid,2008,,367,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,PG,Papua New Guinea,OIL,Oil,ON,On-grid,2009,,390.8,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,PG,Papua New Guinea,OIL,Oil,ON,On-grid,2010,,390,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,PG,Papua New Guinea,OIL,Oil,ON,On-grid,2011,,357.2,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,PG,Papua New Guinea,OIL,Oil,ON,On-grid,2012,,357.2,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,PG,Papua New Guinea,OIL,Oil,ON,On-grid,2013,,367.3,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,PG,Papua New Guinea,OIL,Oil,ON,On-grid,2014,,334.4,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,PG,Papua New Guinea,OIL,Oil,ON,On-grid,2015,,290.4,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,PG,Papua New Guinea,OIL,Oil,ON,On-grid,2016,,301.2,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,PG,Papua New Guinea,OIL,Oil,ON,On-grid,2017,,365.1,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,PG,Papua New Guinea,OIL,Oil,ON,On-grid,2018,,410.8,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,PG,Papua New Guinea,OIL,Oil,ON,On-grid,2019,,242.1,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,PG,Papua New Guinea,OIL,Oil,ON,On-grid,2020,,242.1,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,PG,Papua New Guinea,OIL,Oil,ON,On-grid,2021,,242.1,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,PG,Papua New Guinea,OIL,Oil,ON,On-grid,2022,,405.9,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,PG,Papua New Guinea,OIL,Oil,ON,On-grid,2023,,313.7,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,FJ,Fiji,HYDRO,Renewable Hydropower,_T,Total,2000,,419.1,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,FJ,Fiji,HYDRO,Renewable Hydropower,_T,Total,2001,,468.3,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,FJ,Fiji,HYDRO,Renewable Hydropower,_T,Total,2002,,455.5,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,FJ,Fiji,HYDRO,Renewable Hydropower,_T,Total,2003,,347.8,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,FJ,Fiji,HYDRO,Renewable Hydropower,_T,Total,2004,,371.4,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,FJ,Fiji,HYDRO,Renewable Hydropower,_T,Total,2005,,342.4,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,FJ,Fiji,HYDRO,Renewable Hydropower,_T,Total,2006,,344.9,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,FJ,Fiji,HYDRO,Renewable Hydropower,_T,Total,2007,,513.9,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,FJ,Fiji,HYDRO,Renewable Hydropower,_T,Total,2008,,500.3,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,FJ,Fiji,HYDRO,Renewable Hydropower,_T,Total,2009,,465.1,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,FJ,Fiji,HYDRO,Renewable Hydropower,_T,Total,2010,,418,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,FJ,Fiji,HYDRO,Renewable Hydropower,_T,Total,2011,,461.4,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,FJ,Fiji,HYDRO,Renewable Hydropower,_T,Total,2012,,529.2,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,FJ,Fiji,HYDRO,Renewable Hydropower,_T,Total,2013,,527.9,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,FJ,Fiji,HYDRO,Renewable Hydropower,_T,Total,2014,,401.4,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,FJ,Fiji,HYDRO,Renewable Hydropower,_T,Total,2015,,406.3,,,,GWH,Gigawatt-hour,,,,,N,National,,
